"Datenbasis";"Wirtschaftszweig (WZ2008)";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62336 Merzdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62336 Merzdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62341 Mühlberg/Elbe, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62341 Mühlberg/Elbe, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62341 Mühlberg/Elbe, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62341 Mühlberg/Elbe, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62372 Plessa";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62372 Plessa";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62372 Plessa";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62372 Plessa";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62410 Röderland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62410 Röderland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62410 Röderland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62410 Röderland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62417 Rückersdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62417 Rückersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62417 Rückersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62417 Rückersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62425 Sallgast";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62425 Sallgast";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62425 Sallgast";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62425 Sallgast";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62440 Schilda";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62440 Schilda";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62440 Schilda";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62440 Schilda";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62445 Schlieben, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62445 Schlieben, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62445 Schlieben, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62445 Schlieben, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62453 Schönborn";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62453 Schönborn";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62453 Schönborn";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62453 Schönborn";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62461 Schönewalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62461 Schönewalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62461 Schönewalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62461 Schönewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62464 Schraden";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62464 Schraden";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62464 Schraden";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62464 Schraden";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62469 Sonnewalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62469 Sonnewalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62469 Sonnewalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62469 Sonnewalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62492 Tröbitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62492 Tröbitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62492 Tröbitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62492 Tröbitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62500 Uebigau-Wahrenbrück, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62500 Uebigau-Wahrenbrück, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62500 Uebigau-Wahrenbrück, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"62500 Uebigau-Wahrenbrück, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63036 Brieselang";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63036 Brieselang";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63036 Brieselang";"50  bis 249";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63036 Brieselang";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63056 Dallgow-Döberitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63056 Dallgow-Döberitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63056 Dallgow-Döberitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63056 Dallgow-Döberitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63080 Falkensee, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63080 Falkensee, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63080 Falkensee, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63080 Falkensee, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63088 Friesack, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63088 Friesack, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63088 Friesack, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63088 Friesack, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63094 Gollenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63094 Gollenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63094 Gollenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63094 Gollenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63112 Großderschau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63112 Großderschau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63112 Großderschau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63112 Großderschau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63134 Havelaue";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63134 Havelaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63134 Havelaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63134 Havelaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63142 Wiesenaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63142 Wiesenaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63142 Wiesenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63142 Wiesenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63148 Ketzin/Havel, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63148 Ketzin/Havel, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63148 Ketzin/Havel, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63148 Ketzin/Havel, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63161 Kleßen-Görne";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63161 Kleßen-Görne";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63161 Kleßen-Görne";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63161 Kleßen-Görne";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63165 Kotzen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63165 Kotzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63165 Kotzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63165 Kotzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63186 Märkisch Luch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63186 Märkisch Luch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63186 Märkisch Luch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63186 Märkisch Luch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63189 Milower Land";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63189 Milower Land";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63189 Milower Land";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63189 Milower Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63202 Mühlenberge";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63202 Mühlenberge";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63202 Mühlenberge";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63202 Mühlenberge";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63208 Nauen, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63208 Nauen, Stadt";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63208 Nauen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63208 Nauen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63212 Nennhausen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63212 Nennhausen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63212 Nennhausen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63212 Nennhausen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63228 Paulinenaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63228 Paulinenaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63228 Paulinenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63228 Paulinenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63240 Pessin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63240 Pessin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63240 Pessin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63240 Pessin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63244 Premnitz, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63244 Premnitz, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63244 Premnitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63244 Premnitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63252 Rathenow, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63252 Rathenow, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63252 Rathenow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63252 Rathenow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63256 Retzow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63256 Retzow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63256 Retzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63256 Retzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63260 Rhinow, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63260 Rhinow, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63260 Rhinow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63260 Rhinow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63273 Schönwalde-Glien";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63273 Schönwalde-Glien";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63273 Schönwalde-Glien";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63273 Schönwalde-Glien";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63274 Seeblick";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63274 Seeblick";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63274 Seeblick";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63274 Seeblick";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63293 Stechow-Ferchesar";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63293 Stechow-Ferchesar";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63293 Stechow-Ferchesar";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63293 Stechow-Ferchesar";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63357 Wustermark";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63357 Wustermark";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63357 Wustermark";"50  bis 249";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"63357 Wustermark";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64009 Alt Tucheband";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64009 Alt Tucheband";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64009 Alt Tucheband";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64009 Alt Tucheband";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64029 Altlandsberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64029 Altlandsberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64029 Altlandsberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64029 Altlandsberg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64044 Bad Freienwalde (Oder), Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64044 Bad Freienwalde (Oder), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64044 Bad Freienwalde (Oder), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64044 Bad Freienwalde (Oder), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64053 Beiersdorf-Freudenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64053 Beiersdorf-Freudenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64053 Beiersdorf-Freudenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64053 Beiersdorf-Freudenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64057 Bleyen-Genschmar";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64057 Bleyen-Genschmar";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64057 Bleyen-Genschmar";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64057 Bleyen-Genschmar";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64061 Bliesdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64061 Bliesdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64061 Bliesdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64061 Bliesdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64084 Buckow (Märkische Schweiz), Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64084 Buckow (Märkische Schweiz), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64084 Buckow (Märkische Schweiz), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64084 Buckow (Märkische Schweiz), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64125 Falkenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64125 Falkenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64125 Falkenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64125 Falkenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64128 Falkenhagen (Mark)";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64128 Falkenhagen (Mark)";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64128 Falkenhagen (Mark)";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64128 Falkenhagen (Mark)";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64130 Fichtenhöhe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64130 Fichtenhöhe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64130 Fichtenhöhe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64130 Fichtenhöhe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64136 Fredersdorf-Vogelsdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64136 Fredersdorf-Vogelsdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64136 Fredersdorf-Vogelsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64136 Fredersdorf-Vogelsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64153 Garzau-Garzin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64153 Garzau-Garzin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64153 Garzau-Garzin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64153 Garzau-Garzin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64172 Golzow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64172 Golzow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64172 Golzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64172 Golzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64190 Gusow-Platkow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64190 Gusow-Platkow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64190 Gusow-Platkow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64190 Gusow-Platkow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64205 Heckelberg-Brunow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64205 Heckelberg-Brunow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64205 Heckelberg-Brunow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64205 Heckelberg-Brunow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64222 Höhenland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64222 Höhenland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64222 Höhenland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64222 Höhenland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64227 Hoppegarten";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64227 Hoppegarten";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64227 Hoppegarten";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64227 Hoppegarten";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64266 Küstriner Vorland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64266 Küstriner Vorland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64266 Küstriner Vorland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64266 Küstriner Vorland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64268 Lebus, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64268 Lebus, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64268 Lebus, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64268 Lebus, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64274 Letschin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64274 Letschin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64274 Letschin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64274 Letschin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64288 Lietzen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64288 Lietzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64288 Lietzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64288 Lietzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64290 Lindendorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64290 Lindendorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64290 Lindendorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64290 Lindendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64303 Märkische Höhe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64303 Märkische Höhe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64303 Märkische Höhe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64303 Märkische Höhe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64317 Müncheberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64317 Müncheberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64317 Müncheberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64317 Müncheberg, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2012";"64336 Neuenhagen bei Berlin";"0  bis     9";-;
