"Datenbasis";"Wirtschaftszweig (WZ2008)";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60269 Wandlitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60269 Wandlitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60280 Werneuchen, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60280 Werneuchen, Stadt";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60280 Werneuchen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60280 Werneuchen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60296 Ziethen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60296 Ziethen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60296 Ziethen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"60296 Ziethen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61005 Alt Zauche-Wußwerk";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61005 Alt Zauche-Wußwerk";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61005 Alt Zauche-Wußwerk";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61005 Alt Zauche-Wußwerk";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61017 Bersteland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61017 Bersteland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61017 Bersteland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61017 Bersteland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61020 Bestensee";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61020 Bestensee";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61020 Bestensee";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61020 Bestensee";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61061 Byhleguhre-Byhlen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61061 Byhleguhre-Byhlen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61061 Byhleguhre-Byhlen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61061 Byhleguhre-Byhlen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61097 Drahnsdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61097 Drahnsdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61097 Drahnsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61097 Drahnsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61112 Eichwalde";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61112 Eichwalde";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61112 Eichwalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61112 Eichwalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61164 Golßen, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61164 Golßen, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61164 Golßen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61164 Golßen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61192 Groß Köris";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61192 Groß Köris";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61192 Groß Köris";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61192 Groß Köris";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61216 Halbe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61216 Halbe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61216 Halbe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61216 Halbe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61217 Heidesee";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61217 Heidesee";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61217 Heidesee";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61217 Heidesee";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61219 Heideblick";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61219 Heideblick";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61219 Heideblick";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61219 Heideblick";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61224 Jamlitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61224 Jamlitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61224 Jamlitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61224 Jamlitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61244 Kasel-Golzig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61244 Kasel-Golzig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61244 Kasel-Golzig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61244 Kasel-Golzig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61260 Königs Wusterhausen, Stadt";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61260 Königs Wusterhausen, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61260 Königs Wusterhausen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61260 Königs Wusterhausen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61265 Krausnick-Groß Wasserburg";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61265 Krausnick-Groß Wasserburg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61265 Krausnick-Groß Wasserburg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61265 Krausnick-Groß Wasserburg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61308 Lieberose, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61308 Lieberose, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61308 Lieberose, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61308 Lieberose, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61316 Lübben (Spreewald), Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61316 Lübben (Spreewald), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61316 Lübben (Spreewald), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61316 Lübben (Spreewald), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61320 Luckau, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61320 Luckau, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61320 Luckau, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61320 Luckau, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61328 Märkisch Buchholz, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61328 Märkisch Buchholz, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61328 Märkisch Buchholz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61328 Märkisch Buchholz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61329 Märkische Heide";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61329 Märkische Heide";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61329 Märkische Heide";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61329 Märkische Heide";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61332 Mittenwalde, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61332 Mittenwalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61332 Mittenwalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61332 Mittenwalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61344 Münchehofe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61344 Münchehofe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61344 Münchehofe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61344 Münchehofe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61352 Neu Zauche";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61352 Neu Zauche";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61352 Neu Zauche";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61352 Neu Zauche";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61405 Rietzneuendorf-Staakow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61405 Rietzneuendorf-Staakow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61405 Rietzneuendorf-Staakow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61405 Rietzneuendorf-Staakow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61428 Schlepzig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61428 Schlepzig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61428 Schlepzig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61428 Schlepzig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61433 Schönefeld";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61433 Schönefeld";"10  bis   49";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61433 Schönefeld";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61433 Schönefeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61435 Schönwald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61435 Schönwald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61435 Schönwald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61435 Schönwald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61444 Schulzendorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61444 Schulzendorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61444 Schulzendorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61444 Schulzendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61448 Schwerin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61448 Schwerin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61448 Schwerin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61448 Schwerin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61450 Schwielochsee";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61450 Schwielochsee";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61450 Schwielochsee";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61450 Schwielochsee";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61470 Spreewaldheide";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61470 Spreewaldheide";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61470 Spreewaldheide";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61470 Spreewaldheide";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61471 Steinreich";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61471 Steinreich";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61471 Steinreich";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61471 Steinreich";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61476 Straupitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61476 Straupitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61476 Straupitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61476 Straupitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61492 Teupitz, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61492 Teupitz, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61492 Teupitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61492 Teupitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61510 Unterspreewald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61510 Unterspreewald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61510 Unterspreewald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61510 Unterspreewald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61540 Wildau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61540 Wildau";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61540 Wildau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61540 Wildau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61572 Zeuthen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61572 Zeuthen";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61572 Zeuthen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"61572 Zeuthen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62024 Bad Liebenwerda, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62024 Bad Liebenwerda, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62024 Bad Liebenwerda, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62024 Bad Liebenwerda, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62088 Crinitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62088 Crinitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62088 Crinitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62088 Crinitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62092 Doberlug-Kirchhain, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62092 Doberlug-Kirchhain, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62092 Doberlug-Kirchhain, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62092 Doberlug-Kirchhain, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62124 Elsterwerda, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62124 Elsterwerda, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62124 Elsterwerda, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62124 Elsterwerda, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62128 Falkenberg/Elster, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62128 Falkenberg/Elster, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62128 Falkenberg/Elster, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62128 Falkenberg/Elster, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62134 Fichtwald";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62134 Fichtwald";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62134 Fichtwald";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62134 Fichtwald";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62140 Finsterwalde, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62140 Finsterwalde, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62140 Finsterwalde, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62140 Finsterwalde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62177 Gorden-Staupitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62177 Gorden-Staupitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62177 Gorden-Staupitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62177 Gorden-Staupitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62196 Gröden";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62196 Gröden";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62196 Gröden";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62196 Gröden";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62208 Großthiemig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62208 Großthiemig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62208 Großthiemig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62208 Großthiemig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62219 Heideland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62219 Heideland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62219 Heideland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62219 Heideland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62224 Herzberg (Elster), Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62224 Herzberg (Elster), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62224 Herzberg (Elster), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62224 Herzberg (Elster), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62232 Hirschfeld";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62232 Hirschfeld";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62232 Hirschfeld";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62232 Hirschfeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62237 Hohenbucko";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62237 Hohenbucko";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62237 Hohenbucko";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62237 Hohenbucko";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62240 Hohenleipisch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62240 Hohenleipisch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62240 Hohenleipisch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62240 Hohenleipisch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62282 Kremitzaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62282 Kremitzaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62282 Kremitzaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62282 Kremitzaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62289 Lebusa";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62289 Lebusa";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62289 Lebusa";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62289 Lebusa";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62293 Lichterfeld-Schacksdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62293 Lichterfeld-Schacksdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62293 Lichterfeld-Schacksdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62293 Lichterfeld-Schacksdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62333 Massen-Niederlausitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62333 Massen-Niederlausitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62333 Massen-Niederlausitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62333 Massen-Niederlausitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62336 Merzdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62336 Merzdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62336 Merzdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62336 Merzdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62341 Mühlberg/Elbe, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62341 Mühlberg/Elbe, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62341 Mühlberg/Elbe, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62341 Mühlberg/Elbe, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62372 Plessa";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62372 Plessa";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62372 Plessa";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62372 Plessa";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62410 Röderland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62410 Röderland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62410 Röderland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62410 Röderland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62417 Rückersdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62417 Rückersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62417 Rückersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62417 Rückersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62425 Sallgast";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2008";"62425 Sallgast";"10  bis   49";-;
