"Datenbasis";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"2014";"72298 Niederer Fläming";"0  bis     9";104;
"Anzahl  Niederlassungen";"2014";"72298 Niederer Fläming";"10  bis   49";8;
"Anzahl  Niederlassungen";"2014";"72298 Niederer Fläming";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"72298 Niederer Fläming";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72312 Nuthe-Urstromtal";"0  bis     9";236;
"Anzahl  Niederlassungen";"2014";"72312 Nuthe-Urstromtal";"10  bis   49";11;
"Anzahl  Niederlassungen";"2014";"72312 Nuthe-Urstromtal";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"72312 Nuthe-Urstromtal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72340 Rangsdorf";"0  bis     9";375;
"Anzahl  Niederlassungen";"2014";"72340 Rangsdorf";"10  bis   49";34;
"Anzahl  Niederlassungen";"2014";"72340 Rangsdorf";"50  bis 249";7;
"Anzahl  Niederlassungen";"2014";"72340 Rangsdorf";"250 und mehr";2;
"Anzahl  Niederlassungen";"2014";"72426 Trebbin, Stadt";"0  bis     9";435;
"Anzahl  Niederlassungen";"2014";"72426 Trebbin, Stadt";"10  bis   49";36;
"Anzahl  Niederlassungen";"2014";"72426 Trebbin, Stadt";"50  bis 249";7;
"Anzahl  Niederlassungen";"2014";"72426 Trebbin, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"72477 Zossen, Stadt";"0  bis     9";928;
"Anzahl  Niederlassungen";"2014";"72477 Zossen, Stadt";"10  bis   49";58;
"Anzahl  Niederlassungen";"2014";"72477 Zossen, Stadt";"50  bis 249";10;
"Anzahl  Niederlassungen";"2014";"72477 Zossen, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2014";"73008 Angermünde, Stadt";"0  bis     9";496;
"Anzahl  Niederlassungen";"2014";"73008 Angermünde, Stadt";"10  bis   49";52;
"Anzahl  Niederlassungen";"2014";"73008 Angermünde, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2014";"73008 Angermünde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73032 Berkholz-Meyenburg";"0  bis     9";44;
"Anzahl  Niederlassungen";"2014";"73032 Berkholz-Meyenburg";"10  bis   49";9;
"Anzahl  Niederlassungen";"2014";"73032 Berkholz-Meyenburg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73032 Berkholz-Meyenburg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73069 Boitzenburger Land";"0  bis     9";123;
"Anzahl  Niederlassungen";"2014";"73069 Boitzenburger Land";"10  bis   49";15;
"Anzahl  Niederlassungen";"2014";"73069 Boitzenburger Land";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73069 Boitzenburger Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73085 Brüssow, Stadt";"0  bis     9";70;
"Anzahl  Niederlassungen";"2014";"73085 Brüssow, Stadt";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73085 Brüssow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73085 Brüssow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73093 Carmzow-Wallmow";"0  bis     9";16;
"Anzahl  Niederlassungen";"2014";"73093 Carmzow-Wallmow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73093 Carmzow-Wallmow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73093 Carmzow-Wallmow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73097 Casekow";"0  bis     9";40;
"Anzahl  Niederlassungen";"2014";"73097 Casekow";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"73097 Casekow";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"73097 Casekow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73157 Flieth-Stegelitz";"0  bis     9";18;
"Anzahl  Niederlassungen";"2014";"73157 Flieth-Stegelitz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73157 Flieth-Stegelitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73157 Flieth-Stegelitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73189 Gartz (Oder), Stadt";"0  bis     9";65;
"Anzahl  Niederlassungen";"2014";"73189 Gartz (Oder), Stadt";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"73189 Gartz (Oder), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73189 Gartz (Oder), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73201 Gerswalde";"0  bis     9";49;
"Anzahl  Niederlassungen";"2014";"73201 Gerswalde";"10  bis   49";6;
"Anzahl  Niederlassungen";"2014";"73201 Gerswalde";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73201 Gerswalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73216 Göritz";"0  bis     9";12;
"Anzahl  Niederlassungen";"2014";"73216 Göritz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73216 Göritz";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"73216 Göritz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73225 Gramzow";"0  bis     9";64;
"Anzahl  Niederlassungen";"2014";"73225 Gramzow";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"73225 Gramzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73225 Gramzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73261 Grünow";"0  bis     9";25;
"Anzahl  Niederlassungen";"2014";"73261 Grünow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"73261 Grünow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73261 Grünow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73309 Hohenselchow-Groß Pinnow";"0  bis     9";10;
"Anzahl  Niederlassungen";"2014";"73309 Hohenselchow-Groß Pinnow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"73309 Hohenselchow-Groß Pinnow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73309 Hohenselchow-Groß Pinnow";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"73384 Lychen, Stadt";"0  bis     9";146;
"Anzahl  Niederlassungen";"2014";"73384 Lychen, Stadt";"10  bis   49";10;
"Anzahl  Niederlassungen";"2014";"73384 Lychen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73384 Lychen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73386 Mark Landin";"0  bis     9";22;
"Anzahl  Niederlassungen";"2014";"73386 Mark Landin";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73386 Mark Landin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73386 Mark Landin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73393 Mescherin";"0  bis     9";16;
"Anzahl  Niederlassungen";"2014";"73393 Mescherin";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73393 Mescherin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73393 Mescherin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73396 Milmersdorf";"0  bis     9";35;
"Anzahl  Niederlassungen";"2014";"73396 Milmersdorf";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"73396 Milmersdorf";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73396 Milmersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73404 Mittenwalde";"0  bis     9";11;
"Anzahl  Niederlassungen";"2014";"73404 Mittenwalde";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"73404 Mittenwalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73404 Mittenwalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73429 Nordwestuckermark";"0  bis     9";131;
"Anzahl  Niederlassungen";"2014";"73429 Nordwestuckermark";"10  bis   49";7;
"Anzahl  Niederlassungen";"2014";"73429 Nordwestuckermark";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73429 Nordwestuckermark";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73430 Oberuckersee";"0  bis     9";52;
"Anzahl  Niederlassungen";"2014";"73430 Oberuckersee";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"73430 Oberuckersee";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73430 Oberuckersee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73440 Pinnow";"0  bis     9";36;
"Anzahl  Niederlassungen";"2014";"73440 Pinnow";"10  bis   49";8;
"Anzahl  Niederlassungen";"2014";"73440 Pinnow";"50  bis 249";2;
"Anzahl  Niederlassungen";"2014";"73440 Pinnow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73452 Prenzlau, Stadt";"0  bis     9";723;
"Anzahl  Niederlassungen";"2014";"73452 Prenzlau, Stadt";"10  bis   49";104;
"Anzahl  Niederlassungen";"2014";"73452 Prenzlau, Stadt";"50  bis 249";33;
"Anzahl  Niederlassungen";"2014";"73452 Prenzlau, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"73458 Randowtal";"0  bis     9";17;
"Anzahl  Niederlassungen";"2014";"73458 Randowtal";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"73458 Randowtal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73458 Randowtal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73490 Schenkenberg";"0  bis     9";77;
"Anzahl  Niederlassungen";"2014";"73490 Schenkenberg";"10  bis   49";4;
"Anzahl  Niederlassungen";"2014";"73490 Schenkenberg";"50  bis 249";4;
"Anzahl  Niederlassungen";"2014";"73490 Schenkenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73505 Schöneberg";"0  bis     9";19;
"Anzahl  Niederlassungen";"2014";"73505 Schöneberg";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"73505 Schöneberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73505 Schöneberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73520 Schönfeld";"0  bis     9";19;
"Anzahl  Niederlassungen";"2014";"73520 Schönfeld";"10  bis   49";1;
"Anzahl  Niederlassungen";"2014";"73520 Schönfeld";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73520 Schönfeld";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73532 Schwedt/Oder, Stadt";"0  bis     9";770;
"Anzahl  Niederlassungen";"2014";"73532 Schwedt/Oder, Stadt";"10  bis   49";136;
"Anzahl  Niederlassungen";"2014";"73532 Schwedt/Oder, Stadt";"50  bis 249";38;
"Anzahl  Niederlassungen";"2014";"73532 Schwedt/Oder, Stadt";"250 und mehr";5;
"Anzahl  Niederlassungen";"2014";"73565 Tantow";"0  bis     9";25;
"Anzahl  Niederlassungen";"2014";"73565 Tantow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2014";"73565 Tantow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73565 Tantow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73569 Temmen-Ringenwalde";"0  bis     9";21;
"Anzahl  Niederlassungen";"2014";"73569 Temmen-Ringenwalde";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"73569 Temmen-Ringenwalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73569 Temmen-Ringenwalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73572 Templin, Stadt";"0  bis     9";682;
"Anzahl  Niederlassungen";"2014";"73572 Templin, Stadt";"10  bis   49";63;
"Anzahl  Niederlassungen";"2014";"73572 Templin, Stadt";"50  bis 249";13;
"Anzahl  Niederlassungen";"2014";"73572 Templin, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2014";"73578 Uckerfelde";"0  bis     9";26;
"Anzahl  Niederlassungen";"2014";"73578 Uckerfelde";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"73578 Uckerfelde";"50  bis 249";1;
"Anzahl  Niederlassungen";"2014";"73578 Uckerfelde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73579 Uckerland";"0  bis     9";63;
"Anzahl  Niederlassungen";"2014";"73579 Uckerland";"10  bis   49";6;
"Anzahl  Niederlassungen";"2014";"73579 Uckerland";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73579 Uckerland";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73603 Passow";"0  bis     9";38;
"Anzahl  Niederlassungen";"2014";"73603 Passow";"10  bis   49";5;
"Anzahl  Niederlassungen";"2014";"73603 Passow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73603 Passow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2014";"73645 Zichow";"0  bis     9";6;
"Anzahl  Niederlassungen";"2014";"73645 Zichow";"10  bis   49";-;
"Anzahl  Niederlassungen";"2014";"73645 Zichow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2014";"73645 Zichow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"Berlin";"0  bis     9";164136;
"Anzahl  Niederlassungen";"2015";"Berlin";"10  bis   49";13685;
"Anzahl  Niederlassungen";"2015";"Berlin";"50  bis 249";3100;
"Anzahl  Niederlassungen";"2015";"Berlin";"250 und mehr";643;
"Anzahl  Niederlassungen";"2015";"Brandenburg";"0  bis     9";95174;
"Anzahl  Niederlassungen";"2015";"Brandenburg";"10  bis   49";9886;
"Anzahl  Niederlassungen";"2015";"Brandenburg";"50  bis 249";2153;
"Anzahl  Niederlassungen";"2015";"Brandenburg";"250 und mehr";289;
"Anzahl  Niederlassungen";"2015";"00 Berlin ohne Bezirkszuordnung";"0  bis     9";528;
"Anzahl  Niederlassungen";"2015";"00 Berlin ohne Bezirkszuordnung";"10  bis   49";15;
"Anzahl  Niederlassungen";"2015";"00 Berlin ohne Bezirkszuordnung";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"00 Berlin ohne Bezirkszuordnung";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"01 Mitte";"0  bis     9";22659;
"Anzahl  Niederlassungen";"2015";"01 Mitte";"10  bis   49";2756;
"Anzahl  Niederlassungen";"2015";"01 Mitte";"50  bis 249";731;
"Anzahl  Niederlassungen";"2015";"01 Mitte";"250 und mehr";169;
"Anzahl  Niederlassungen";"2015";"02 Friedrichshain-Kreuzberg";"0  bis     9";17374;
"Anzahl  Niederlassungen";"2015";"02 Friedrichshain-Kreuzberg";"10  bis   49";1380;
"Anzahl  Niederlassungen";"2015";"02 Friedrichshain-Kreuzberg";"50  bis 249";300;
"Anzahl  Niederlassungen";"2015";"02 Friedrichshain-Kreuzberg";"250 und mehr";67;
"Anzahl  Niederlassungen";"2015";"03 Pankow";"0  bis     9";19976;
"Anzahl  Niederlassungen";"2015";"03 Pankow";"10  bis   49";1197;
"Anzahl  Niederlassungen";"2015";"03 Pankow";"50  bis 249";250;
"Anzahl  Niederlassungen";"2015";"03 Pankow";"250 und mehr";54;
"Anzahl  Niederlassungen";"2015";"04 Charlottenburg-Wilmersdorf";"0  bis     9";25388;
"Anzahl  Niederlassungen";"2015";"04 Charlottenburg-Wilmersdorf";"10  bis   49";2133;
"Anzahl  Niederlassungen";"2015";"04 Charlottenburg-Wilmersdorf";"50  bis 249";454;
"Anzahl  Niederlassungen";"2015";"04 Charlottenburg-Wilmersdorf";"250 und mehr";71;
"Anzahl  Niederlassungen";"2015";"05 Spandau";"0  bis     9";6552;
"Anzahl  Niederlassungen";"2015";"05 Spandau";"10  bis   49";508;
"Anzahl  Niederlassungen";"2015";"05 Spandau";"50  bis 249";130;
"Anzahl  Niederlassungen";"2015";"05 Spandau";"250 und mehr";28;
"Anzahl  Niederlassungen";"2015";"06 Steglitz-Zehlendorf";"0  bis     9";12926;
"Anzahl  Niederlassungen";"2015";"06 Steglitz-Zehlendorf";"10  bis   49";797;
"Anzahl  Niederlassungen";"2015";"06 Steglitz-Zehlendorf";"50  bis 249";161;
"Anzahl  Niederlassungen";"2015";"06 Steglitz-Zehlendorf";"250 und mehr";41;
"Anzahl  Niederlassungen";"2015";"07 Tempelhof-Schöneberg";"0  bis     9";16130;
"Anzahl  Niederlassungen";"2015";"07 Tempelhof-Schöneberg";"10  bis   49";1366;
"Anzahl  Niederlassungen";"2015";"07 Tempelhof-Schöneberg";"50  bis 249";295;
"Anzahl  Niederlassungen";"2015";"07 Tempelhof-Schöneberg";"250 und mehr";60;
"Anzahl  Niederlassungen";"2015";"08 Neukölln";"0  bis     9";10298;
"Anzahl  Niederlassungen";"2015";"08 Neukölln";"10  bis   49";767;
"Anzahl  Niederlassungen";"2015";"08 Neukölln";"50  bis 249";149;
"Anzahl  Niederlassungen";"2015";"08 Neukölln";"250 und mehr";30;
"Anzahl  Niederlassungen";"2015";"09 Treptow-Köpenick";"0  bis     9";9827;
"Anzahl  Niederlassungen";"2015";"09 Treptow-Köpenick";"10  bis   49";770;
"Anzahl  Niederlassungen";"2015";"09 Treptow-Köpenick";"50  bis 249";171;
"Anzahl  Niederlassungen";"2015";"09 Treptow-Köpenick";"250 und mehr";25;
"Anzahl  Niederlassungen";"2015";"10 Marzahn-Hellersdorf";"0  bis     9";6871;
"Anzahl  Niederlassungen";"2015";"10 Marzahn-Hellersdorf";"10  bis   49";581;
"Anzahl  Niederlassungen";"2015";"10 Marzahn-Hellersdorf";"50  bis 249";128;
"Anzahl  Niederlassungen";"2015";"10 Marzahn-Hellersdorf";"250 und mehr";15;
"Anzahl  Niederlassungen";"2015";"11 Lichtenberg";"0  bis     9";7073;
"Anzahl  Niederlassungen";"2015";"11 Lichtenberg";"10  bis   49";609;
"Anzahl  Niederlassungen";"2015";"11 Lichtenberg";"50  bis 249";141;
"Anzahl  Niederlassungen";"2015";"11 Lichtenberg";"250 und mehr";36;
"Anzahl  Niederlassungen";"2015";"12 Reinickendorf";"0  bis     9";8534;
"Anzahl  Niederlassungen";"2015";"12 Reinickendorf";"10  bis   49";806;
"Anzahl  Niederlassungen";"2015";"12 Reinickendorf";"50  bis 249";190;
"Anzahl  Niederlassungen";"2015";"12 Reinickendorf";"250 und mehr";47;
"Anzahl  Niederlassungen";"2015";"51000 Brandenburg an der Havel, Stadt";"0  bis     9";2238;
"Anzahl  Niederlassungen";"2015";"51000 Brandenburg an der Havel, Stadt";"10  bis   49";303;
"Anzahl  Niederlassungen";"2015";"51000 Brandenburg an der Havel, Stadt";"50  bis 249";73;
"Anzahl  Niederlassungen";"2015";"51000 Brandenburg an der Havel, Stadt";"250 und mehr";16;
"Anzahl  Niederlassungen";"2015";"52000 Cottbus, Stadt";"0  bis     9";3717;
"Anzahl  Niederlassungen";"2015";"52000 Cottbus, Stadt";"10  bis   49";503;
"Anzahl  Niederlassungen";"2015";"52000 Cottbus, Stadt";"50  bis 249";124;
"Anzahl  Niederlassungen";"2015";"52000 Cottbus, Stadt";"250 und mehr";17;
"Anzahl  Niederlassungen";"2015";"53000 Frankfurt (Oder), Stadt";"0  bis     9";2036;
"Anzahl  Niederlassungen";"2015";"53000 Frankfurt (Oder), Stadt";"10  bis   49";275;
"Anzahl  Niederlassungen";"2015";"53000 Frankfurt (Oder), Stadt";"50  bis 249";88;
"Anzahl  Niederlassungen";"2015";"53000 Frankfurt (Oder), Stadt";"250 und mehr";10;
"Anzahl  Niederlassungen";"2015";"54000 Potsdam, Stadt";"0  bis     9";7208;
"Anzahl  Niederlassungen";"2015";"54000 Potsdam, Stadt";"10  bis   49";790;
"Anzahl  Niederlassungen";"2015";"54000 Potsdam, Stadt";"50  bis 249";234;
"Anzahl  Niederlassungen";"2015";"54000 Potsdam, Stadt";"250 und mehr";39;
"Anzahl  Niederlassungen";"2015";"60005 Ahrensfelde";"0  bis     9";709;
"Anzahl  Niederlassungen";"2015";"60005 Ahrensfelde";"10  bis   49";76;
"Anzahl  Niederlassungen";"2015";"60005 Ahrensfelde";"50  bis 249";18;
"Anzahl  Niederlassungen";"2015";"60005 Ahrensfelde";"250 und mehr";1;
"Anzahl  Niederlassungen";"2015";"60012 Althüttendorf";"0  bis     9";22;
"Anzahl  Niederlassungen";"2015";"60012 Althüttendorf";"10  bis   49";1;
"Anzahl  Niederlassungen";"2015";"60012 Althüttendorf";"50  bis 249";1;
"Anzahl  Niederlassungen";"2015";"60012 Althüttendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60020 Bernau bei Berlin, Stadt";"0  bis     9";1418;
"Anzahl  Niederlassungen";"2015";"60020 Bernau bei Berlin, Stadt";"10  bis   49";159;
"Anzahl  Niederlassungen";"2015";"60020 Bernau bei Berlin, Stadt";"50  bis 249";29;
"Anzahl  Niederlassungen";"2015";"60020 Bernau bei Berlin, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2015";"60024 Biesenthal, Stadt";"0  bis     9";235;
"Anzahl  Niederlassungen";"2015";"60024 Biesenthal, Stadt";"10  bis   49";17;
"Anzahl  Niederlassungen";"2015";"60024 Biesenthal, Stadt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2015";"60024 Biesenthal, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2015";"60034 Breydin";"0  bis     9";27;
"Anzahl  Niederlassungen";"2015";"60034 Breydin";"10  bis   49";-;
"Anzahl  Niederlassungen";"2015";"60034 Breydin";"50  bis 249";1;
"Anzahl  Niederlassungen";"2015";"60034 Breydin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60036 Britz";"0  bis     9";76;
"Anzahl  Niederlassungen";"2015";"60036 Britz";"10  bis   49";6;
"Anzahl  Niederlassungen";"2015";"60036 Britz";"50  bis 249";2;
"Anzahl  Niederlassungen";"2015";"60036 Britz";"250 und mehr";1;
"Anzahl  Niederlassungen";"2015";"60045 Chorin";"0  bis     9";74;
"Anzahl  Niederlassungen";"2015";"60045 Chorin";"10  bis   49";7;
"Anzahl  Niederlassungen";"2015";"60045 Chorin";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60045 Chorin";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60052 Eberswalde, Stadt";"0  bis     9";1245;
"Anzahl  Niederlassungen";"2015";"60052 Eberswalde, Stadt";"10  bis   49";174;
"Anzahl  Niederlassungen";"2015";"60052 Eberswalde, Stadt";"50  bis 249";47;
"Anzahl  Niederlassungen";"2015";"60052 Eberswalde, Stadt";"250 und mehr";5;
"Anzahl  Niederlassungen";"2015";"60068 Friedrichswalde";"0  bis     9";44;
"Anzahl  Niederlassungen";"2015";"60068 Friedrichswalde";"10  bis   49";-;
"Anzahl  Niederlassungen";"2015";"60068 Friedrichswalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60068 Friedrichswalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60092 Hohenfinow";"0  bis     9";17;
"Anzahl  Niederlassungen";"2015";"60092 Hohenfinow";"10  bis   49";-;
"Anzahl  Niederlassungen";"2015";"60092 Hohenfinow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60092 Hohenfinow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60100 Joachimsthal, Stadt";"0  bis     9";141;
"Anzahl  Niederlassungen";"2015";"60100 Joachimsthal, Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2015";"60100 Joachimsthal, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2015";"60100 Joachimsthal, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60128 Liepe";"0  bis     9";19;
"Anzahl  Niederlassungen";"2015";"60128 Liepe";"10  bis   49";3;
"Anzahl  Niederlassungen";"2015";"60128 Liepe";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60128 Liepe";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60149 Lunow-Stolzenhagen";"0  bis     9";27;
"Anzahl  Niederlassungen";"2015";"60149 Lunow-Stolzenhagen";"10  bis   49";3;
"Anzahl  Niederlassungen";"2015";"60149 Lunow-Stolzenhagen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60149 Lunow-Stolzenhagen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60154 Marienwerder";"0  bis     9";82;
"Anzahl  Niederlassungen";"2015";"60154 Marienwerder";"10  bis   49";5;
"Anzahl  Niederlassungen";"2015";"60154 Marienwerder";"50  bis 249";-;
"Anzahl  Niederlassungen";"2015";"60154 Marienwerder";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60161 Melchow";"0  bis     9";36;
"Anzahl  Niederlassungen";"2015";"60161 Melchow";"10  bis   49";-;
"Anzahl  Niederlassungen";"2015";"60161 Melchow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2015";"60161 Melchow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2015";"60172 Niederfinow";"0  bis     9";25;
"Anzahl  Niederlassungen";"2015";"60172 Niederfinow";"10  bis   49";-;
"Anzahl  Niederlassungen";"2015";"60172 Niederfinow";"50  bis 249";-;
