"Datenbasis";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"2012";"70096 Gerdshagen";"0  bis     9";17;
"Anzahl  Niederlassungen";"2012";"70096 Gerdshagen";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"70096 Gerdshagen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70096 Gerdshagen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70125 Groß Pankow (Prignitz)";"0  bis     9";106;
"Anzahl  Niederlassungen";"2012";"70125 Groß Pankow (Prignitz)";"10  bis   49";8;
"Anzahl  Niederlassungen";"2012";"70125 Groß Pankow (Prignitz)";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"70125 Groß Pankow (Prignitz)";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70145 Gülitz-Reetz";"0  bis     9";16;
"Anzahl  Niederlassungen";"2012";"70145 Gülitz-Reetz";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"70145 Gülitz-Reetz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70145 Gülitz-Reetz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70149 Gumtow";"0  bis     9";114;
"Anzahl  Niederlassungen";"2012";"70149 Gumtow";"10  bis   49";6;
"Anzahl  Niederlassungen";"2012";"70149 Gumtow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"70149 Gumtow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70153 Halenbeck-Rohlsdorf";"0  bis     9";18;
"Anzahl  Niederlassungen";"2012";"70153 Halenbeck-Rohlsdorf";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"70153 Halenbeck-Rohlsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70153 Halenbeck-Rohlsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70173 Karstädt";"0  bis     9";228;
"Anzahl  Niederlassungen";"2012";"70173 Karstädt";"10  bis   49";25;
"Anzahl  Niederlassungen";"2012";"70173 Karstädt";"50  bis 249";5;
"Anzahl  Niederlassungen";"2012";"70173 Karstädt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70222 Kümmernitztal";"0  bis     9";8;
"Anzahl  Niederlassungen";"2012";"70222 Kümmernitztal";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"70222 Kümmernitztal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70222 Kümmernitztal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70236 Lanz";"0  bis     9";29;
"Anzahl  Niederlassungen";"2012";"70236 Lanz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"70236 Lanz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70236 Lanz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70241 Legde/Quitzöbel";"0  bis     9";19;
"Anzahl  Niederlassungen";"2012";"70241 Legde/Quitzöbel";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"70241 Legde/Quitzöbel";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70241 Legde/Quitzöbel";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70244 Lenzen (Elbe), Stadt";"0  bis     9";112;
"Anzahl  Niederlassungen";"2012";"70244 Lenzen (Elbe), Stadt";"10  bis   49";7;
"Anzahl  Niederlassungen";"2012";"70244 Lenzen (Elbe), Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"70244 Lenzen (Elbe), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70246 Lenzerwische";"0  bis     9";15;
"Anzahl  Niederlassungen";"2012";"70246 Lenzerwische";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"70246 Lenzerwische";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70246 Lenzerwische";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70266 Marienfließ";"0  bis     9";28;
"Anzahl  Niederlassungen";"2012";"70266 Marienfließ";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"70266 Marienfließ";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70266 Marienfließ";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70280 Meyenburg, Stadt";"0  bis     9";105;
"Anzahl  Niederlassungen";"2012";"70280 Meyenburg, Stadt";"10  bis   49";7;
"Anzahl  Niederlassungen";"2012";"70280 Meyenburg, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"70280 Meyenburg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2012";"70296 Perleberg, Stadt";"0  bis     9";533;
"Anzahl  Niederlassungen";"2012";"70296 Perleberg, Stadt";"10  bis   49";71;
"Anzahl  Niederlassungen";"2012";"70296 Perleberg, Stadt";"50  bis 249";14;
"Anzahl  Niederlassungen";"2012";"70296 Perleberg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2012";"70300 Pirow";"0  bis     9";18;
"Anzahl  Niederlassungen";"2012";"70300 Pirow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"70300 Pirow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70300 Pirow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70302 Plattenburg";"0  bis     9";105;
"Anzahl  Niederlassungen";"2012";"70302 Plattenburg";"10  bis   49";7;
"Anzahl  Niederlassungen";"2012";"70302 Plattenburg";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"70302 Plattenburg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70316 Pritzwalk, Stadt";"0  bis     9";494;
"Anzahl  Niederlassungen";"2012";"70316 Pritzwalk, Stadt";"10  bis   49";77;
"Anzahl  Niederlassungen";"2012";"70316 Pritzwalk, Stadt";"50  bis 249";18;
"Anzahl  Niederlassungen";"2012";"70316 Pritzwalk, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2012";"70325 Putlitz, Stadt";"0  bis     9";104;
"Anzahl  Niederlassungen";"2012";"70325 Putlitz, Stadt";"10  bis   49";8;
"Anzahl  Niederlassungen";"2012";"70325 Putlitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70325 Putlitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70348 Rühstädt";"0  bis     9";20;
"Anzahl  Niederlassungen";"2012";"70348 Rühstädt";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"70348 Rühstädt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70348 Rühstädt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70393 Triglitz";"0  bis     9";16;
"Anzahl  Niederlassungen";"2012";"70393 Triglitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"70393 Triglitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"70393 Triglitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70416 Weisen";"0  bis     9";30;
"Anzahl  Niederlassungen";"2012";"70416 Weisen";"10  bis   49";4;
"Anzahl  Niederlassungen";"2012";"70416 Weisen";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"70416 Weisen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"70424 Wittenberge, Stadt";"0  bis     9";615;
"Anzahl  Niederlassungen";"2012";"70424 Wittenberge, Stadt";"10  bis   49";86;
"Anzahl  Niederlassungen";"2012";"70424 Wittenberge, Stadt";"50  bis 249";16;
"Anzahl  Niederlassungen";"2012";"70424 Wittenberge, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2012";"71028 Briesen";"0  bis     9";24;
"Anzahl  Niederlassungen";"2012";"71028 Briesen";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"71028 Briesen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71028 Briesen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71032 Burg (Spreewald)";"0  bis     9";289;
"Anzahl  Niederlassungen";"2012";"71032 Burg (Spreewald)";"10  bis   49";29;
"Anzahl  Niederlassungen";"2012";"71032 Burg (Spreewald)";"50  bis 249";5;
"Anzahl  Niederlassungen";"2012";"71032 Burg (Spreewald)";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71041 Dissen-Striesow";"0  bis     9";29;
"Anzahl  Niederlassungen";"2012";"71041 Dissen-Striesow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71041 Dissen-Striesow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71041 Dissen-Striesow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71044 Döbern, Stadt";"0  bis     9";123;
"Anzahl  Niederlassungen";"2012";"71044 Döbern, Stadt";"10  bis   49";11;
"Anzahl  Niederlassungen";"2012";"71044 Döbern, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"71044 Döbern, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71052 Drachhausen";"0  bis     9";31;
"Anzahl  Niederlassungen";"2012";"71052 Drachhausen";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"71052 Drachhausen";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71052 Drachhausen";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71057 Drebkau, Stadt";"0  bis     9";175;
"Anzahl  Niederlassungen";"2012";"71057 Drebkau, Stadt";"10  bis   49";17;
"Anzahl  Niederlassungen";"2012";"71057 Drebkau, Stadt";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"71057 Drebkau, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71060 Drehnow";"0  bis     9";17;
"Anzahl  Niederlassungen";"2012";"71060 Drehnow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71060 Drehnow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71060 Drehnow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71074 Felixsee";"0  bis     9";63;
"Anzahl  Niederlassungen";"2012";"71074 Felixsee";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71074 Felixsee";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71074 Felixsee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71076 Forst (Lausitz), Stadt";"0  bis     9";672;
"Anzahl  Niederlassungen";"2012";"71076 Forst (Lausitz), Stadt";"10  bis   49";53;
"Anzahl  Niederlassungen";"2012";"71076 Forst (Lausitz), Stadt";"50  bis 249";9;
"Anzahl  Niederlassungen";"2012";"71076 Forst (Lausitz), Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"2012";"71153 Groß Schacksdorf-Simmersdorf";"0  bis     9";26;
"Anzahl  Niederlassungen";"2012";"71153 Groß Schacksdorf-Simmersdorf";"10  bis   49";3;
"Anzahl  Niederlassungen";"2012";"71153 Groß Schacksdorf-Simmersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71153 Groß Schacksdorf-Simmersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71160 Guben, Stadt";"0  bis     9";607;
"Anzahl  Niederlassungen";"2012";"71160 Guben, Stadt";"10  bis   49";62;
"Anzahl  Niederlassungen";"2012";"71160 Guben, Stadt";"50  bis 249";13;
"Anzahl  Niederlassungen";"2012";"71160 Guben, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2012";"71164 Guhrow";"0  bis     9";30;
"Anzahl  Niederlassungen";"2012";"71164 Guhrow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71164 Guhrow";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"71164 Guhrow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71176 Heinersbrück";"0  bis     9";18;
"Anzahl  Niederlassungen";"2012";"71176 Heinersbrück";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"71176 Heinersbrück";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71176 Heinersbrück";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71185 Hornow-Wadelsdorf";"0  bis     9";25;
"Anzahl  Niederlassungen";"2012";"71185 Hornow-Wadelsdorf";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"71185 Hornow-Wadelsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71185 Hornow-Wadelsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71189 Jämlitz-Klein Düben";"0  bis     9";10;
"Anzahl  Niederlassungen";"2012";"71189 Jämlitz-Klein Düben";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"71189 Jämlitz-Klein Düben";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71189 Jämlitz-Klein Düben";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71193 Jänschwalde";"0  bis     9";45;
"Anzahl  Niederlassungen";"2012";"71193 Jänschwalde";"10  bis   49";4;
"Anzahl  Niederlassungen";"2012";"71193 Jänschwalde";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71193 Jänschwalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71244 Kolkwitz";"0  bis     9";455;
"Anzahl  Niederlassungen";"2012";"71244 Kolkwitz";"10  bis   49";57;
"Anzahl  Niederlassungen";"2012";"71244 Kolkwitz";"50  bis 249";5;
"Anzahl  Niederlassungen";"2012";"71244 Kolkwitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71294 Neiße-Malxetal";"0  bis     9";43;
"Anzahl  Niederlassungen";"2012";"71294 Neiße-Malxetal";"10  bis   49";3;
"Anzahl  Niederlassungen";"2012";"71294 Neiße-Malxetal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71294 Neiße-Malxetal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71301 Neuhausen/Spree";"0  bis     9";188;
"Anzahl  Niederlassungen";"2012";"71301 Neuhausen/Spree";"10  bis   49";9;
"Anzahl  Niederlassungen";"2012";"71301 Neuhausen/Spree";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71301 Neuhausen/Spree";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71304 Peitz, Stadt";"0  bis     9";214;
"Anzahl  Niederlassungen";"2012";"71304 Peitz, Stadt";"10  bis   49";34;
"Anzahl  Niederlassungen";"2012";"71304 Peitz, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2012";"71304 Peitz, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2012";"71337 Schenkendöbern";"0  bis     9";134;
"Anzahl  Niederlassungen";"2012";"71337 Schenkendöbern";"10  bis   49";7;
"Anzahl  Niederlassungen";"2012";"71337 Schenkendöbern";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71337 Schenkendöbern";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71341 Schmogrow-Fehrow";"0  bis     9";19;
"Anzahl  Niederlassungen";"2012";"71341 Schmogrow-Fehrow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71341 Schmogrow-Fehrow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71341 Schmogrow-Fehrow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71372 Spremberg, Stadt";"0  bis     9";875;
"Anzahl  Niederlassungen";"2012";"71372 Spremberg, Stadt";"10  bis   49";90;
"Anzahl  Niederlassungen";"2012";"71372 Spremberg, Stadt";"50  bis 249";31;
"Anzahl  Niederlassungen";"2012";"71372 Spremberg, Stadt";"250 und mehr";4;
"Anzahl  Niederlassungen";"2012";"71384 Tauer";"0  bis     9";21;
"Anzahl  Niederlassungen";"2012";"71384 Tauer";"10  bis   49";4;
"Anzahl  Niederlassungen";"2012";"71384 Tauer";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71384 Tauer";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71386 Teichland";"0  bis     9";45;
"Anzahl  Niederlassungen";"2012";"71386 Teichland";"10  bis   49";4;
"Anzahl  Niederlassungen";"2012";"71386 Teichland";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71386 Teichland";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71392 Tschernitz";"0  bis     9";45;
"Anzahl  Niederlassungen";"2012";"71392 Tschernitz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"71392 Tschernitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71392 Tschernitz";"250 und mehr";1;
"Anzahl  Niederlassungen";"2012";"71401 Turnow-Preilack";"0  bis     9";45;
"Anzahl  Niederlassungen";"2012";"71401 Turnow-Preilack";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71401 Turnow-Preilack";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"71401 Turnow-Preilack";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71408 Welzow, Stadt";"0  bis     9";108;
"Anzahl  Niederlassungen";"2012";"71408 Welzow, Stadt";"10  bis   49";16;
"Anzahl  Niederlassungen";"2012";"71408 Welzow, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"71408 Welzow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71412 Werben";"0  bis     9";49;
"Anzahl  Niederlassungen";"2012";"71412 Werben";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"71412 Werben";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71412 Werben";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"71414 Wiesengrund";"0  bis     9";35;
"Anzahl  Niederlassungen";"2012";"71414 Wiesengrund";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"71414 Wiesengrund";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"71414 Wiesengrund";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72002 Am Mellensee";"0  bis     9";261;
"Anzahl  Niederlassungen";"2012";"72002 Am Mellensee";"10  bis   49";16;
"Anzahl  Niederlassungen";"2012";"72002 Am Mellensee";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"72002 Am Mellensee";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72014 Baruth/Mark, Stadt";"0  bis     9";180;
"Anzahl  Niederlassungen";"2012";"72014 Baruth/Mark, Stadt";"10  bis   49";17;
"Anzahl  Niederlassungen";"2012";"72014 Baruth/Mark, Stadt";"50  bis 249";3;
"Anzahl  Niederlassungen";"2012";"72014 Baruth/Mark, Stadt";"250 und mehr";2;
"Anzahl  Niederlassungen";"2012";"72017 Blankenfelde-Mahlow";"0  bis     9";998;
"Anzahl  Niederlassungen";"2012";"72017 Blankenfelde-Mahlow";"10  bis   49";105;
"Anzahl  Niederlassungen";"2012";"72017 Blankenfelde-Mahlow";"50  bis 249";18;
"Anzahl  Niederlassungen";"2012";"72017 Blankenfelde-Mahlow";"250 und mehr";1;
"Anzahl  Niederlassungen";"2012";"72053 Dahme/Mark, Stadt";"0  bis     9";215;
"Anzahl  Niederlassungen";"2012";"72053 Dahme/Mark, Stadt";"10  bis   49";20;
"Anzahl  Niederlassungen";"2012";"72053 Dahme/Mark, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2012";"72053 Dahme/Mark, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72055 Dahmetal";"0  bis     9";17;
"Anzahl  Niederlassungen";"2012";"72055 Dahmetal";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"72055 Dahmetal";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"72055 Dahmetal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72120 Großbeeren";"0  bis     9";376;
"Anzahl  Niederlassungen";"2012";"72120 Großbeeren";"10  bis   49";74;
"Anzahl  Niederlassungen";"2012";"72120 Großbeeren";"50  bis 249";21;
"Anzahl  Niederlassungen";"2012";"72120 Großbeeren";"250 und mehr";5;
"Anzahl  Niederlassungen";"2012";"72157 Ihlow";"0  bis     9";27;
"Anzahl  Niederlassungen";"2012";"72157 Ihlow";"10  bis   49";-;
"Anzahl  Niederlassungen";"2012";"72157 Ihlow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"72157 Ihlow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72169 Jüterbog, Stadt";"0  bis     9";549;
"Anzahl  Niederlassungen";"2012";"72169 Jüterbog, Stadt";"10  bis   49";63;
"Anzahl  Niederlassungen";"2012";"72169 Jüterbog, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2012";"72169 Jüterbog, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72232 Luckenwalde, Stadt";"0  bis     9";762;
"Anzahl  Niederlassungen";"2012";"72232 Luckenwalde, Stadt";"10  bis   49";92;
"Anzahl  Niederlassungen";"2012";"72232 Luckenwalde, Stadt";"50  bis 249";22;
"Anzahl  Niederlassungen";"2012";"72232 Luckenwalde, Stadt";"250 und mehr";3;
"Anzahl  Niederlassungen";"2012";"72240 Ludwigsfelde, Stadt";"0  bis     9";866;
"Anzahl  Niederlassungen";"2012";"72240 Ludwigsfelde, Stadt";"10  bis   49";123;
"Anzahl  Niederlassungen";"2012";"72240 Ludwigsfelde, Stadt";"50  bis 249";32;
"Anzahl  Niederlassungen";"2012";"72240 Ludwigsfelde, Stadt";"250 und mehr";8;
"Anzahl  Niederlassungen";"2012";"72297 Niedergörsdorf";"0  bis     9";178;
"Anzahl  Niederlassungen";"2012";"72297 Niedergörsdorf";"10  bis   49";16;
"Anzahl  Niederlassungen";"2012";"72297 Niedergörsdorf";"50  bis 249";3;
"Anzahl  Niederlassungen";"2012";"72297 Niedergörsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72298 Niederer Fläming";"0  bis     9";104;
"Anzahl  Niederlassungen";"2012";"72298 Niederer Fläming";"10  bis   49";10;
"Anzahl  Niederlassungen";"2012";"72298 Niederer Fläming";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"72298 Niederer Fläming";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72312 Nuthe-Urstromtal";"0  bis     9";241;
"Anzahl  Niederlassungen";"2012";"72312 Nuthe-Urstromtal";"10  bis   49";12;
"Anzahl  Niederlassungen";"2012";"72312 Nuthe-Urstromtal";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"72312 Nuthe-Urstromtal";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72340 Rangsdorf";"0  bis     9";365;
"Anzahl  Niederlassungen";"2012";"72340 Rangsdorf";"10  bis   49";32;
"Anzahl  Niederlassungen";"2012";"72340 Rangsdorf";"50  bis 249";7;
"Anzahl  Niederlassungen";"2012";"72340 Rangsdorf";"250 und mehr";2;
"Anzahl  Niederlassungen";"2012";"72426 Trebbin, Stadt";"0  bis     9";421;
"Anzahl  Niederlassungen";"2012";"72426 Trebbin, Stadt";"10  bis   49";50;
"Anzahl  Niederlassungen";"2012";"72426 Trebbin, Stadt";"50  bis 249";3;
"Anzahl  Niederlassungen";"2012";"72426 Trebbin, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"72477 Zossen, Stadt";"0  bis     9";833;
"Anzahl  Niederlassungen";"2012";"72477 Zossen, Stadt";"10  bis   49";65;
"Anzahl  Niederlassungen";"2012";"72477 Zossen, Stadt";"50  bis 249";11;
"Anzahl  Niederlassungen";"2012";"72477 Zossen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73008 Angermünde, Stadt";"0  bis     9";498;
"Anzahl  Niederlassungen";"2012";"73008 Angermünde, Stadt";"10  bis   49";48;
"Anzahl  Niederlassungen";"2012";"73008 Angermünde, Stadt";"50  bis 249";6;
"Anzahl  Niederlassungen";"2012";"73008 Angermünde, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73032 Berkholz-Meyenburg";"0  bis     9";45;
"Anzahl  Niederlassungen";"2012";"73032 Berkholz-Meyenburg";"10  bis   49";7;
"Anzahl  Niederlassungen";"2012";"73032 Berkholz-Meyenburg";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"73032 Berkholz-Meyenburg";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73069 Boitzenburger Land";"0  bis     9";117;
"Anzahl  Niederlassungen";"2012";"73069 Boitzenburger Land";"10  bis   49";15;
"Anzahl  Niederlassungen";"2012";"73069 Boitzenburger Land";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"73069 Boitzenburger Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73085 Brüssow, Stadt";"0  bis     9";58;
"Anzahl  Niederlassungen";"2012";"73085 Brüssow, Stadt";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"73085 Brüssow, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"73085 Brüssow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73093 Carmzow-Wallmow";"0  bis     9";16;
"Anzahl  Niederlassungen";"2012";"73093 Carmzow-Wallmow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"73093 Carmzow-Wallmow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"73093 Carmzow-Wallmow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73097 Casekow";"0  bis     9";40;
"Anzahl  Niederlassungen";"2012";"73097 Casekow";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"73097 Casekow";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"73097 Casekow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73157 Flieth-Stegelitz";"0  bis     9";20;
"Anzahl  Niederlassungen";"2012";"73157 Flieth-Stegelitz";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"73157 Flieth-Stegelitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"73157 Flieth-Stegelitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73189 Gartz (Oder), Stadt";"0  bis     9";61;
"Anzahl  Niederlassungen";"2012";"73189 Gartz (Oder), Stadt";"10  bis   49";5;
"Anzahl  Niederlassungen";"2012";"73189 Gartz (Oder), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"73189 Gartz (Oder), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73201 Gerswalde";"0  bis     9";54;
"Anzahl  Niederlassungen";"2012";"73201 Gerswalde";"10  bis   49";5;
"Anzahl  Niederlassungen";"2012";"73201 Gerswalde";"50  bis 249";1;
"Anzahl  Niederlassungen";"2012";"73201 Gerswalde";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73216 Göritz";"0  bis     9";11;
"Anzahl  Niederlassungen";"2012";"73216 Göritz";"10  bis   49";2;
"Anzahl  Niederlassungen";"2012";"73216 Göritz";"50  bis 249";2;
"Anzahl  Niederlassungen";"2012";"73216 Göritz";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73225 Gramzow";"0  bis     9";73;
"Anzahl  Niederlassungen";"2012";"73225 Gramzow";"10  bis   49";4;
"Anzahl  Niederlassungen";"2012";"73225 Gramzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"2012";"73225 Gramzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"2012";"73261 Grünow";"0  bis     9";22;
"Anzahl  Niederlassungen";"2012";"73261 Grünow";"10  bis   49";1;
"Anzahl  Niederlassungen";"2012";"73261 Grünow";"50  bis 249";-;
