LfdNr;AGS;Gemeindename;Amt-AGS-VB;Veränderung-Wert;Veränderungen;Veränderung-Level;Mittel-2006-2013;Maximum;Maximum-Niveau;Berliner-Umland;Abstand-BAB;Pkw-Fahrzeit-zum-nächsten-BAB-Anschluß-2012;Grad-der-Verstädterung;Grad-GV100-Bezeichnung;Code-Amt-Typ;Amt-Stadt-und-Gemeindetyp;Code-Status;Amt-Status;Fläche-km2;Arbeitslose-2014;Bevölkerungsentwicklung-2008-2013;Entwicklung-der-erwerbsfähigen-Bevölkerung-2008-2013;Entwicklung-der-sozialversicherungspflichtig-Beschäftigten-2008-2013;Entwicklung-der-Arbeitslosenquote;Bevölkerung-2014;AL-Bev;Bev-dichte;Betriebe-pro-km2;WZ3-05-2;WZ3-06-1;WZ3-07-2;WZ3-08-1;WZ3-08-9;WZ3-10-1;WZ3-10-2;WZ3-10-3;WZ3-10-4;WZ3-10-5;WZ3-10-6;WZ3-10-7;WZ3-10-8;WZ3-10-9;WZ3-11-0;WZ3-12-0;WZ3-13-1;WZ3-13-2;WZ3-13-3;WZ3-13-9;WZ3-14-1;WZ3-14-2;WZ3-15-1;WZ3-15-2;WZ3-16-1;WZ3-16-2;WZ3-17-1;WZ3-17-2;WZ3-18-1;WZ3-18-2;WZ3-19-2;WZ3-20-1;WZ3-20-2;WZ3-20-3;WZ3-20-4;WZ3-20-5;WZ3-20-6;WZ3-21-1;WZ3-21-2;WZ3-22-1;WZ3-22-2;WZ3-23-1;WZ3-23-2;WZ3-23-3;WZ3-23-4;WZ3-23-5;WZ3-23-6;WZ3-23-7;WZ3-23-9;WZ3-24-1;WZ3-24-2;WZ3-24-3;WZ3-24-4;WZ3-24-5;WZ3-25-1;WZ3-25-2;WZ3-25-3;WZ3-25-4;WZ3-25-5;WZ3-25-6;WZ3-25-7;WZ3-25-9;WZ3-26-1;WZ3-26-2;WZ3-26-3;WZ3-26-4;WZ3-26-5;WZ3-26-6;WZ3-26-7;WZ3-27-1;WZ3-27-2;WZ3-27-3;WZ3-27-4;WZ3-27-5;WZ3-27-9;WZ3-28-1;WZ3-28-2;WZ3-28-3;WZ3-28-4;WZ3-28-9;WZ3-29-1;WZ3-29-2;WZ3-29-3;WZ3-30-1;WZ3-30-2;WZ3-30-3;WZ3-30-9;WZ3-31-0;WZ3-32-1;WZ3-32-2;WZ3-32-3;WZ3-32-4;WZ3-32-5;WZ3-32-9;WZ3-33-1;WZ3-33-2;WZ3-35-1;WZ3-35-2;WZ3-35-3;WZ3-36-0;WZ3-37-0;WZ3-38-1;WZ3-38-2;WZ3-38-3;WZ3-39-0;WZ3-41-1;WZ3-41-2;WZ3-42-1;WZ3-42-2;WZ3-42-9;WZ3-43-1;WZ3-43-2;WZ3-43-3;WZ3-43-9;WZ3-45-1;WZ3-45-2;WZ3-45-3;WZ3-45-4;WZ3-46-1;WZ3-46-2;WZ3-46-3;WZ3-46-4;WZ3-46-5;WZ3-46-6;WZ3-46-7;WZ3-46-9;WZ3-47-1;WZ3-47-2;WZ3-47-3;WZ3-47-4;WZ3-47-5;WZ3-47-6;WZ3-47-7;WZ3-47-8;WZ3-47-9;WZ3-49-1;WZ3-49-2;WZ3-49-3;WZ3-49-4;WZ3-49-5;WZ3-50-3;WZ3-50-4;WZ3-51-1;WZ3-51-2;WZ3-52-1;WZ3-52-2;WZ3-53-2;WZ3-55-1;WZ3-55-2;WZ3-55-3;WZ3-55-9;WZ3-56-1;WZ3-56-2;WZ3-56-3;WZ3-58-1;WZ3-58-2;WZ3-59-1;WZ3-59-2;WZ3-60-1;WZ3-60-2;WZ3-61-1;WZ3-61-2;WZ3-61-3;WZ3-61-9;WZ3-62-0;WZ3-63-1;WZ3-63-9;WZ3-64-1;WZ3-64-2;WZ3-64-3;WZ3-64-9;WZ3-65-1;WZ3-65-2;WZ3-66-1;WZ3-66-2;WZ3-66-3;WZ3-68-1;WZ3-68-2;WZ3-68-3;WZ3-69-1;WZ3-69-2;WZ3-70-1;WZ3-70-2;WZ3-71-1;WZ3-71-2;WZ3-72-1;WZ3-72-2;WZ3-73-1;WZ3-73-2;WZ3-74-1;WZ3-74-2;WZ3-74-3;WZ3-74-9;WZ3-75-0;WZ3-77-1;WZ3-77-2;WZ3-77-3;WZ3-77-4;WZ3-78-1;WZ3-78-2;WZ3-78-3;WZ3-79-1;WZ3-79-9;WZ3-80-1;WZ3-80-2;WZ3-80-3;WZ3-81-1;WZ3-81-2;WZ3-81-3;WZ3-82-1;WZ3-82-2;WZ3-82-3;WZ3-82-9;WZ3-85-1;WZ3-85-2;WZ3-85-3;WZ3-85-4;WZ3-85-5;WZ3-85-6;WZ3-86-1;WZ3-86-2;WZ3-86-9;WZ3-87-1;WZ3-87-2;WZ3-87-3;WZ3-87-9;WZ3-88-1;WZ3-88-9;WZ3-90-0;WZ3-91-0;WZ3-92-0;WZ3-93-1;WZ3-93-2;WZ3-94-1;WZ3-94-2;WZ3-94-9;WZ3-95-1;WZ3-95-2;WZ3-96-0;Summe-Betriebe
221;12067120;Eisenhüttenstadt, Stadt;120670120;0;ab und auf;0;2;2;niedrig;Nein;2;15 bis unter 30 Minuten;2;mittlere Besiedlungsdichte;2;Mittelstadt;5;stark schrumpfend;63.47;1,860;-9.23;-16.11;0.87;-4.72;27444;6.78%;432.39;14.34;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;3;0;1;0;0;0;0;8;1;0;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;10;3;4;1;2;2;0;1;0;6;0;0;8;1;0;1;0;31;29;22;16;25;7;0;6;1;1;2;2;5;9;0;15;12;4;16;21;17;67;1;4;0;1;10;9;0;0;3;0;0;2;6;8;4;0;0;1;43;7;8;1;0;4;0;0;0;3;0;0;0;6;1;3;3;5;0;0;2;0;1;11;0;0;17;5;14;17;3;3;34;4;3;0;7;0;0;2;0;2;2;0;1;8;0;2;3;2;4;0;2;0;0;3;7;3;2;0;0;6;3;0;3;0;17;0;1;63;22;2;0;2;2;7;12;1;2;3;12;4;0;0;9;0;3;49;910
222;12067124;Erkner, Stadt;120670124;0;konstant;0;0;0;leer;Ja;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;1;stark wachsend;16.53;444;0.38;-5.91;18.28;-5.23;11540;3.85%;698.12;30.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;3;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4;6;10;2;0;0;1;0;1;0;0;0;4;1;3;0;3;24;24;10;4;11;3;1;11;0;0;1;1;0;0;0;12;8;3;4;8;6;23;1;5;0;0;13;5;0;0;0;0;0;0;2;3;0;1;0;0;21;2;2;0;0;1;0;0;0;1;0;0;0;8;0;4;2;0;0;0;0;0;1;2;0;1;13;4;8;4;1;3;23;1;0;1;3;0;0;1;1;6;3;2;0;3;0;1;1;0;3;0;5;0;0;4;11;8;0;0;0;7;1;0;0;0;6;0;0;27;10;0;0;4;1;4;1;2;0;1;5;2;0;0;5;0;4;18;496
223;12067137;Friedland, Stadt;120670137;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;174.24;142;-7.2;-6.57;-3.8;-4.1;3013;4.71%;17.29;0.71;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;14;18;4;0;2;0;0;3;0;0;0;0;0;1;0;1;1;0;0;2;0;2;2;2;0;0;0;3;0;0;0;0;0;0;0;2;3;1;3;1;6;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;1;0;0;6;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;5;124
224;12067144;Fürstenwalde/Spree, Stadt;120670144;-2;negativ;-1;2;3;mittel;Nein;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;2;Mittelstadt;4;schrumpfend;70.68;2,444;-1.79;-5.43;8.54;-5.51;31236;7.82%;441.94;18.38;0;0;0;0;0;2;0;0;0;0;0;5;0;1;1;0;0;0;1;0;0;0;0;0;0;6;0;0;3;0;0;0;0;1;0;0;0;0;0;3;5;1;0;0;0;0;2;4;0;1;0;0;0;1;9;1;0;0;1;7;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;5;0;13;2;3;1;0;1;4;3;0;4;9;0;2;2;1;71;64;34;29;25;10;3;12;1;0;3;1;6;19;0;21;17;4;9;24;12;70;4;15;0;0;16;20;0;0;0;0;0;1;15;5;8;0;0;0;63;12;6;2;1;1;1;0;0;3;0;0;0;24;0;7;5;0;0;0;0;0;3;19;0;2;47;28;27;14;7;9;39;3;2;0;9;0;2;1;0;4;2;1;1;12;0;2;4;0;7;0;4;0;1;6;13;6;3;1;2;13;2;0;2;0;13;0;0;64;24;1;0;2;1;7;14;3;0;6;11;3;1;0;15;0;5;66;1299
225;12067173;Gosen-Neu Zittau;120675709;0;konstant;0;0;0;leer;Ja;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;15.26;103;-0.72;-4.1;-7.75;-3.73;2970;3.47%;194.63;12.52;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;15;14;10;4;4;0;0;1;0;0;2;1;0;1;1;4;2;0;3;5;0;17;0;1;0;0;1;6;0;0;0;0;0;0;0;4;1;0;0;0;9;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;2;0;1;2;0;2;6;1;0;0;5;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;1;1;5;1;4;1;0;1;2;0;0;0;0;2;0;0;2;1;0;0;1;0;0;1;2;0;1;1;1;0;0;1;0;1;7;191
226;12067180;Groß Lindow;120675701;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;15.39;52;-6.41;-10.52;-35.04;-3.9;1737;2.99%;112.87;3.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;2;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;51
227;12067201;Grünheide (Mark);120670201;1;positiv  mit Wechsel;1;1;1;niedrig;Ja;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;126.9;237;3.34;-0.49;-31.86;-3.41;8165;2.90%;64.34;2.92;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;1;0;2;3;0;2;2;0;22;31;9;0;5;0;0;9;0;1;4;0;1;3;0;11;3;0;4;6;3;9;0;2;0;0;0;12;0;2;0;0;0;1;3;7;4;3;3;1;18;1;2;0;0;1;0;0;0;0;0;0;0;5;0;2;2;0;0;0;0;0;0;3;0;1;11;6;4;0;5;11;18;4;1;0;3;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;4;8;5;4;0;2;4;1;0;1;0;7;0;1;7;7;2;0;2;0;0;1;9;1;2;1;1;0;0;2;0;0;12;371
228;12067205;Grunow-Dammendorf;120675708;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;45.13;31;-3.55;-8.5;-0.57;-2.6;509;6.09%;11.28;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;22
229;12067237;Jacobsdorf;120675706;0;konstant;0;1;1;niedrig;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;50.58;51;-3.88;-6.54;-12.35;-4.46;1876;2.72%;37.09;1.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;2;0;0;0;0;2;0;0;1;1;0;0;0;0;9;5;1;2;1;0;0;4;0;0;0;1;1;1;0;1;0;2;1;0;0;0;0;0;0;0;1;4;0;0;0;0;0;1;4;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;1;0;0;1;1;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;90
230;12067288;Langewahl;120675707;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;13.45;26;3.46;-2.29;3;-3.02;845;3.08%;62.83;1.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;3;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
231;12067292;Lawitz;120675705;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;6.07;19;-5.06;-8.58;-9.18;-3.88;605;3.14%;99.67;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
232;12067324;Mixdorf;120675708;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;13.22;24;-3.55;-8.5;-0.57;-2.6;917;2.62%;69.36;2.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;34
233;12067336;Müllrose, Stadt;120675708;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;69.24;104;-3.55;-8.5;-0.57;-2.6;4514;2.30%;65.19;2.79;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;1;1;0;0;9;15;4;4;3;1;1;2;0;0;0;1;1;1;1;1;1;1;1;5;2;10;0;0;0;0;1;5;0;0;0;0;0;0;0;1;3;0;1;0;7;2;1;1;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;1;2;0;0;13;1;6;2;0;2;5;1;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;3;0;0;0;0;1;0;0;6;6;0;0;1;1;1;1;3;0;1;2;0;0;0;1;0;1;9;193
234;12067338;Neißemünde;120675705;0;konstant;0;0;0;leer;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;42.29;57;-5.06;-8.58;-9.18;-3.88;1666;3.42%;39.39;1.09;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;4;2;4;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;46
235;12067357;Neuzelle;120675705;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;135.91;154;-5.06;-8.58;-9.18;-3.88;4315;3.57%;31.75;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;5;11;3;1;3;0;0;0;1;2;0;0;1;1;1;6;1;0;0;5;1;3;0;4;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;7;1;1;3;3;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;0;0;1;4;1;2;1;1;0;0;0;0;5;0;0;6;136
236;12067397;Ragow-Merz;120675708;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;43.79;20;-3.55;-8.5;-0.57;-2.6;504;3.97%;11.51;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
237;12067408;Rauen;120675709;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;21.59;63;-0.72;-4.1;-7.75;-3.73;1979;3.18%;91.66;2.55;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;7;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;55
238;12067413;Reichenwalde;120675707;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;1;stark wachsend;26.32;21;3.46;-2.29;3;-3.02;1104;1.90%;41.95;1.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;49
