LfdNr;AGS;Gemeindename;Amt-AGS-VB;Veränderung-Wert;Veränderungen;Veränderung-Level;Mittel-2006-2013;Maximum;Maximum-Niveau;Berliner-Umland;Abstand-BAB;Pkw-Fahrzeit-zum-nächsten-BAB-Anschluß-2012;Grad-der-Verstädterung;Grad-GV100-Bezeichnung;Code-Amt-Typ;Amt-Stadt-und-Gemeindetyp;Code-Status;Amt-Status;Fläche-km2;Arbeitslose-2014;Bevölkerungsentwicklung-2008-2013;Entwicklung-der-erwerbsfähigen-Bevölkerung-2008-2013;Entwicklung-der-sozialversicherungspflichtig-Beschäftigten-2008-2013;Entwicklung-der-Arbeitslosenquote;Bevölkerung-2014;AL-Bev;Bev-dichte;Betriebe-pro-km2;WZ3-05-2;WZ3-06-1;WZ3-07-2;WZ3-08-1;WZ3-08-9;WZ3-10-1;WZ3-10-2;WZ3-10-3;WZ3-10-4;WZ3-10-5;WZ3-10-6;WZ3-10-7;WZ3-10-8;WZ3-10-9;WZ3-11-0;WZ3-12-0;WZ3-13-1;WZ3-13-2;WZ3-13-3;WZ3-13-9;WZ3-14-1;WZ3-14-2;WZ3-15-1;WZ3-15-2;WZ3-16-1;WZ3-16-2;WZ3-17-1;WZ3-17-2;WZ3-18-1;WZ3-18-2;WZ3-19-2;WZ3-20-1;WZ3-20-2;WZ3-20-3;WZ3-20-4;WZ3-20-5;WZ3-20-6;WZ3-21-1;WZ3-21-2;WZ3-22-1;WZ3-22-2;WZ3-23-1;WZ3-23-2;WZ3-23-3;WZ3-23-4;WZ3-23-5;WZ3-23-6;WZ3-23-7;WZ3-23-9;WZ3-24-1;WZ3-24-2;WZ3-24-3;WZ3-24-4;WZ3-24-5;WZ3-25-1;WZ3-25-2;WZ3-25-3;WZ3-25-4;WZ3-25-5;WZ3-25-6;WZ3-25-7;WZ3-25-9;WZ3-26-1;WZ3-26-2;WZ3-26-3;WZ3-26-4;WZ3-26-5;WZ3-26-6;WZ3-26-7;WZ3-27-1;WZ3-27-2;WZ3-27-3;WZ3-27-4;WZ3-27-5;WZ3-27-9;WZ3-28-1;WZ3-28-2;WZ3-28-3;WZ3-28-4;WZ3-28-9;WZ3-29-1;WZ3-29-2;WZ3-29-3;WZ3-30-1;WZ3-30-2;WZ3-30-3;WZ3-30-9;WZ3-31-0;WZ3-32-1;WZ3-32-2;WZ3-32-3;WZ3-32-4;WZ3-32-5;WZ3-32-9;WZ3-33-1;WZ3-33-2;WZ3-35-1;WZ3-35-2;WZ3-35-3;WZ3-36-0;WZ3-37-0;WZ3-38-1;WZ3-38-2;WZ3-38-3;WZ3-39-0;WZ3-41-1;WZ3-41-2;WZ3-42-1;WZ3-42-2;WZ3-42-9;WZ3-43-1;WZ3-43-2;WZ3-43-3;WZ3-43-9;WZ3-45-1;WZ3-45-2;WZ3-45-3;WZ3-45-4;WZ3-46-1;WZ3-46-2;WZ3-46-3;WZ3-46-4;WZ3-46-5;WZ3-46-6;WZ3-46-7;WZ3-46-9;WZ3-47-1;WZ3-47-2;WZ3-47-3;WZ3-47-4;WZ3-47-5;WZ3-47-6;WZ3-47-7;WZ3-47-8;WZ3-47-9;WZ3-49-1;WZ3-49-2;WZ3-49-3;WZ3-49-4;WZ3-49-5;WZ3-50-3;WZ3-50-4;WZ3-51-1;WZ3-51-2;WZ3-52-1;WZ3-52-2;WZ3-53-2;WZ3-55-1;WZ3-55-2;WZ3-55-3;WZ3-55-9;WZ3-56-1;WZ3-56-2;WZ3-56-3;WZ3-58-1;WZ3-58-2;WZ3-59-1;WZ3-59-2;WZ3-60-1;WZ3-60-2;WZ3-61-1;WZ3-61-2;WZ3-61-3;WZ3-61-9;WZ3-62-0;WZ3-63-1;WZ3-63-9;WZ3-64-1;WZ3-64-2;WZ3-64-3;WZ3-64-9;WZ3-65-1;WZ3-65-2;WZ3-66-1;WZ3-66-2;WZ3-66-3;WZ3-68-1;WZ3-68-2;WZ3-68-3;WZ3-69-1;WZ3-69-2;WZ3-70-1;WZ3-70-2;WZ3-71-1;WZ3-71-2;WZ3-72-1;WZ3-72-2;WZ3-73-1;WZ3-73-2;WZ3-74-1;WZ3-74-2;WZ3-74-3;WZ3-74-9;WZ3-75-0;WZ3-77-1;WZ3-77-2;WZ3-77-3;WZ3-77-4;WZ3-78-1;WZ3-78-2;WZ3-78-3;WZ3-79-1;WZ3-79-9;WZ3-80-1;WZ3-80-2;WZ3-80-3;WZ3-81-1;WZ3-81-2;WZ3-81-3;WZ3-82-1;WZ3-82-2;WZ3-82-3;WZ3-82-9;WZ3-85-1;WZ3-85-2;WZ3-85-3;WZ3-85-4;WZ3-85-5;WZ3-85-6;WZ3-86-1;WZ3-86-2;WZ3-86-9;WZ3-87-1;WZ3-87-2;WZ3-87-3;WZ3-87-9;WZ3-88-1;WZ3-88-9;WZ3-90-0;WZ3-91-0;WZ3-92-0;WZ3-93-1;WZ3-93-2;WZ3-94-1;WZ3-94-2;WZ3-94-9;WZ3-95-1;WZ3-95-2;WZ3-96-0;Summe-Betriebe
341;12071041;Dissen-Striesow;120715101;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;19.98;34;-3.68;-6;11.02;-3.48;1013;3.36%;50.7;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;33
342;12071044;Döbern, Stadt;120715102;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;15.79;201;-7.55;-10.42;2.24;-6.5;3328;6.04%;210.77;8.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;4;3;2;0;0;0;0;0;1;0;0;4;1;7;4;0;1;4;2;10;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;2;0;2;1;1;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;3;1;1;0;0;2;0;0;1;0;2;0;0;7;2;1;0;0;0;1;0;0;0;1;1;1;0;0;3;0;2;9;136
343;12071052;Drachhausen;120715107;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;38.4;35;-6.52;-9.78;-4.79;-4.04;814;4.30%;21.2;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;32
344;12071057;Drebkau, Stadt;120710057;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;5;stark schrumpfend;143.91;266;-5.83;-7.29;7.02;-4.61;5716;4.65%;39.72;1.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;2;2;0;0;2;2;0;0;0;11;12;6;4;6;0;0;4;2;0;0;0;0;3;0;4;2;1;1;5;0;5;3;1;0;0;4;7;0;0;0;0;0;0;1;0;1;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;11;1;0;1;0;2;7;0;0;0;0;0;0;1;0;4;0;1;0;2;0;1;0;0;0;1;0;0;1;1;1;2;0;0;0;1;0;2;0;0;3;0;0;4;1;0;0;0;1;1;2;0;0;0;2;2;0;0;4;1;0;8;195
345;12071060;Drehnow;120715107;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;10.97;14;-6.52;-9.78;-4.79;-4.04;548;2.55%;49.95;1.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
346;12071074;Felixsee;120715102;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;35.53;93;-7.55;-10.42;2.24;-6.5;1929;4.82%;54.29;1.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;3;2;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;3;1;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;3;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;63
347;12071076;Forst (Lausitz), Stadt;120710076;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;5;stark schrumpfend;110.7;1,468;-7.87;-11.3;4.18;-4.97;18945;7.75%;171.14;6.66;0;0;0;0;0;2;0;0;0;0;0;4;1;0;0;0;2;0;0;4;2;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;4;1;0;0;2;5;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;1;0;1;0;3;0;0;2;8;1;0;0;1;1;1;0;0;3;6;1;0;0;2;41;47;25;16;12;3;0;7;0;2;2;0;3;8;1;16;11;2;3;14;9;43;3;17;0;0;8;9;0;0;0;0;0;0;3;3;7;1;0;2;32;2;4;2;0;1;0;0;0;1;0;0;1;3;0;3;1;0;0;0;1;0;0;12;0;3;30;12;11;8;4;3;25;0;2;0;1;0;0;1;0;2;1;2;2;0;0;0;0;0;4;0;1;1;0;7;11;3;1;0;1;4;1;2;1;1;5;0;2;42;11;2;0;2;1;4;4;1;0;1;7;8;1;0;9;0;5;30;737
348;12071153;Groß Schacksdorf-Simmersdorf;120715102;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;25.17;124;-7.55;-10.42;2.24;-6.5;1220;10.16%;48.47;1.11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;0;2;1;0;1;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;28
349;12071160;Guben, Stadt;120710160;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;5;stark schrumpfend;44;1,384;-9.57;-15.38;-12.61;-3.83;17431;7.94%;396.16;15.34;0;0;0;1;0;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2;2;4;1;4;0;1;1;0;1;0;0;1;0;6;0;1;1;0;33;55;36;10;12;8;3;5;1;1;3;0;0;3;2;18;5;2;7;19;11;49;1;8;0;0;9;9;0;0;0;0;0;0;2;4;5;0;1;0;29;2;2;2;0;1;0;0;0;1;0;0;0;3;0;3;1;1;0;0;1;0;1;8;0;0;19;5;10;15;2;1;8;1;0;0;2;0;1;1;1;4;4;2;0;5;0;1;0;0;2;2;2;0;0;5;6;4;3;0;2;4;3;1;2;0;6;0;1;37;13;4;0;3;0;1;6;1;0;1;1;2;0;0;5;0;3;32;675
350;12071164;Guhrow;120715101;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;6.67;18;-3.68;-6;11.02;-3.48;523;3.44%;78.41;4.35;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;1;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29
351;12071176;Heinersbrück;120715107;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;23.98;23;-6.52;-9.78;-4.79;-4.04;598;3.85%;24.94;0.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;23
352;12071185;Hornow-Wadelsdorf;120715102;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;21.36;24;-7.55;-10.42;2.24;-6.5;603;3.98%;28.23;1.17;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;25
353;12071189;Jämlitz-Klein Düben;120715102;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;28.72;22;-7.55;-10.42;2.24;-6.5;487;4.52%;16.96;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9
354;12071193;Jänschwalde;120715107;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;82.37;69;-6.52;-9.78;-4.79;-4.04;1559;4.43%;18.93;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;4;1;2;2;0;0;0;1;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;51
355;12071244;Kolkwitz;120710244;0;ab und auf;0;1;1;niedrig;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;4;schrumpfend;104.68;270;-3.68;-8.23;10.34;-2.31;9234;2.92%;88.21;4.98;0;0;0;1;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;6;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;6;0;0;0;1;0;0;1;0;2;10;6;3;2;1;38;31;26;13;16;1;2;10;2;4;1;1;7;8;5;7;5;1;5;9;2;11;2;7;0;0;3;19;0;0;0;2;0;1;6;3;8;0;0;2;13;3;4;0;0;0;1;0;0;1;0;0;1;6;1;0;0;0;0;0;0;0;3;4;0;0;31;4;1;3;2;6;27;4;0;0;3;0;1;1;1;2;1;0;0;4;0;0;0;0;0;0;0;0;0;6;2;4;3;0;0;7;2;1;1;0;3;0;0;6;4;0;0;1;0;2;0;2;0;0;1;3;0;0;2;1;3;18;521
356;12071294;Neiße-Malxetal;120715102;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;82.57;72;-7.55;-10.42;2.24;-6.5;1662;4.33%;20.13;0.54;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;3;2;1;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;45
357;12071301;Neuhausen/Spree;120710301;0;konstant;0;0;0;leer;Nein;1;bis unter 15 Minuten;3;gering besiedelt;4;Kleine Kleinstadt;5;stark schrumpfend;134.85;164;-5.77;-9.19;12.15;-3.43;5013;3.27%;37.17;1.33;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;1;1;9;18;16;3;6;2;0;8;0;0;1;0;0;1;0;2;0;0;1;4;2;2;1;2;0;0;2;6;0;0;0;0;0;0;3;2;4;1;1;0;10;1;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;6;2;0;2;1;4;3;0;0;0;1;0;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;2;3;0;0;1;2;0;1;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;2;1;0;0;2;0;0;4;179
358;12071304;Peitz, Stadt;120715107;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;13.49;234;-6.52;-9.78;-4.79;-4.04;4369;5.36%;323.87;17.94;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;3;0;0;1;1;1;1;2;0;0;4;1;1;0;2;10;14;12;4;8;2;0;1;0;1;0;0;1;5;0;8;2;1;3;5;2;11;0;1;0;0;2;3;0;0;0;0;0;0;1;4;2;0;1;0;8;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;8;2;2;3;0;4;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;4;0;0;0;1;0;0;1;0;1;0;0;10;3;0;0;2;0;0;1;0;0;0;2;7;0;0;2;0;0;9;242
