AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
73032;12073032;Berkholz-Meyenburg;;;;;;;52;45;7;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;133;117;15;1;0;413
73085;12073085;Brüssow, Stadt;;;;;;;61;58;2;1;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;18;16;2;0;0;307
73097;12073097;Casekow;;;;;;;44;40;2;2;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;21;20;1;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;66;61;5;0;0;304
73201;12073201;Gerswalde;;;;;;;60;54;5;1;0;63
73216;12073216;Göritz;;;;;;;15;11;2;2;0;302
73225;12073225;Gramzow;;;;;;;77;73;4;0;0;308
73261;12073261;Grünow;;;;;;;24;22;1;0;1;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;10;8;1;0;1;428
73384;12073384;Lychen, Stadt;;;;;;;160;150;10;0;0;414
73386;12073386;Mark Landin;;;;;;;24;22;2;0;0;224
73393;12073393;Mescherin;;;;;;;14;13;1;0;0;366
73396;12073396;Milmersdorf;;;;;;;37;30;6;1;0;427
73404;12073404;Mittenwalde;;;;;;;11;11;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;131;122;8;1;0;368
73430;12073430;Oberuckersee;;;;;;;62;55;6;1;0;295
73440;12073440;Pinnow;;;;;;;41;33;5;2;1;250
73452;12073452;Prenzlau, Stadt;;;;;;;853;719;107;25;2;129
73458;12073458;Randowtal;;;;;;;19;18;1;0;0;369
73490;12073490;Schenkenberg;;;;;;;82;74;5;3;0;306
73505;12073505;Schöneberg;;;;;;;27;26;1;0;0;351
73520;12073520;Schönfeld;;;;;;;20;20;0;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;954;779;129;42;4;425
73565;12073565;Tantow;;;;;;;26;23;3;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;23;22;1;0;0;14
73572;12073572;Templin, Stadt;;;;;;;757;680;63;13;1;424
73578;12073578;Uckerfelde;;;;;;;33;32;0;1;0;375
73579;12073579;Uckerland;;;;;;;68;62;6;0;0;42
73603;12073603;Passow;;;;;;;40;35;5;0;0;54
73645;12073645;Zichow;;;;;;;7;7;0;0;0;294
