AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
73032;12073032;Berkholz-Meyenburg;;;;;;;56;50;6;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;129;115;13;1;0;413
73085;12073085;Brüssow, Stadt;;;;;;;60;57;3;0;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;18;17;1;0;0;307
73097;12073097;Casekow;;;;;;;52;47;3;2;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;18;17;1;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;76;70;5;1;0;304
73201;12073201;Gerswalde;;;;;;;64;60;3;1;0;63
73216;12073216;Göritz;;;;;;;19;15;2;2;0;302
73225;12073225;Gramzow;;;;;;;72;68;3;1;0;308
73261;12073261;Grünow;;;;;;;21;20;0;0;1;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;8;6;1;0;1;428
73384;12073384;Lychen, Stadt;;;;;;;158;149;9;0;0;414
73386;12073386;Mark Landin;;;;;;;20;18;2;0;0;224
73393;12073393;Mescherin;;;;;;;11;9;2;0;0;366
73396;12073396;Milmersdorf;;;;;;;38;31;6;1;0;427
73404;12073404;Mittenwalde;;;;;;;9;9;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;129;122;6;1;0;368
73430;12073430;Oberuckersee;;;;;;;58;51;6;1;0;295
73440;12073440;Pinnow;;;;;;;44;39;2;2;1;250
73452;12073452;Prenzlau, Stadt;;;;;;;846;705;113;27;1;129
73458;12073458;Randowtal;;;;;;;22;21;1;0;0;369
73490;12073490;Schenkenberg;;;;;;;62;54;5;3;0;306
73505;12073505;Schöneberg;;;;;;;21;20;1;0;0;351
73520;12073520;Schönfeld;;;;;;;20;20;0;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;983;810;127;42;4;425
73565;12073565;Tantow;;;;;;;22;20;2;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;25;23;1;1;0;14
73572;12073572;Templin, Stadt;;;;;;;749;670;64;14;1;424
73578;12073578;Uckerfelde;;;;;;;25;24;1;0;0;375
73579;12073579;Uckerland;;;;;;;63;58;5;0;0;42
73603;12073603;Passow;;;;;;;42;38;4;0;0;54
73645;12073645;Zichow;;;;;;;7;7;0;0;0;294
