AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
73032;12073032;Berkholz-Meyenburg;;;;;;;55;50;5;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;126;112;13;1;0;413
73085;12073085;Brüssow, Stadt;;;;;;;60;57;3;0;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;16;15;1;0;0;307
73097;12073097;Casekow;;;;;;;51;47;3;1;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;24;23;1;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;72;67;4;1;0;304
73201;12073201;Gerswalde;;;;;;;63;58;4;1;0;63
73216;12073216;Göritz;;;;;;;20;16;3;1;0;302
73225;12073225;Gramzow;;;;;;;69;64;5;0;0;308
73261;12073261;Grünow;;;;;;;22;21;0;1;0;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;8;6;1;0;1;428
73384;12073384;Lychen, Stadt;;;;;;;168;157;11;0;0;414
73386;12073386;Mark Landin;;;;;;;18;16;2;0;0;224
73393;12073393;Mescherin;;;;;;;9;7;2;0;0;366
73396;12073396;Milmersdorf;;;;;;;52;45;6;1;0;427
73404;12073404;Mittenwalde;;;;;;;9;9;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;116;110;5;1;0;368
73430;12073430;Oberuckersee;;;;;;;57;52;4;1;0;295
73440;12073440;Pinnow;;;;;;;39;35;1;3;0;250
73452;12073452;Prenzlau, Stadt;;;;;;;853;723;105;24;1;129
73458;12073458;Randowtal;;;;;;;26;25;1;0;0;369
73490;12073490;Schenkenberg;;;;;;;62;55;4;3;0;306
73505;12073505;Schöneberg;;;;;;;20;19;1;0;0;351
73520;12073520;Schönfeld;;;;;;;17;16;1;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;1009;831;136;38;4;425
73565;12073565;Tantow;;;;;;;22;19;3;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;27;25;2;0;0;14
73572;12073572;Templin, Stadt;;;;;;;763;687;62;14;0;424
73578;12073578;Uckerfelde;;;;;;;17;16;1;0;0;375
73579;12073579;Uckerland;;;;;;;61;56;5;0;0;42
73603;12073603;Passow;;;;;;;41;36;4;1;0;54
73645;12073645;Zichow;;;;;;;6;6;0;0;0;294
